longitude	latitude	speed
-122.695215	45.562763	5.073213121877036
-122.694468	45.560127	5.927272727272728
-122.694435	45.560067	2.25
-122.694435	45.560067	0
-122.573683	45.437377	4.994442157266365
-122.574025	45.437395	5.2
-122.574377	45.4374	5.6
-122.574742	45.43737	5.4
-122.575095	45.437257	6
-122.57547	45.437215	5.6
-122.575698	45.437383	5.6
-122.575695	45.437467	1.8
-122.575675	45.437627	3.2
-122.57565	45.437938	6.6
-122.575775	45.438178	6.2
-122.575975	45.438193	0.75
-122.576375	45.438207	5.6
-122.577008	45.438225	9.4
-122.577752	45.438223	11.4
-122.578433	45.438222	10.6
-122.578872	45.438237	7.2
-122.579007	45.438465	5.6
-122.579	45.438613	3.6
-122.579222	45.45298	4.436619718309859
-122.579003	45.439377	5.75
-122.579208	45.452478	5.643137254901961
-122.5792	45.451743	7.9
-122.56846	45.435533	4.269360269360269
-122.568868	45.435492	6.2
-122.569058	45.435607	4.6
-122.701468	45.55641	5.054998070243149
-122.700475	45.556332	15.6
-122.699535	45.556185	14.6
-122.698865	45.556087	10.2
-122.69856	45.556038	4.6
-122.568123	45.435595	5.031678578327217
-122.69855	45.556033	5.033623188405797
-122.69855	45.556033	0
-122.579107	45.534168	4.728047182175622
-122.698512	45.556025	4.731387340111512
-122.698075	45.555973	7.2
-122.697363	45.555912	11.2
-122.696472	45.55591	13.8
-122.695488	45.55592	15.4
-122.694495	45.55592	15.2
-122.69855	45.556033	10.6
-122.693605	45.555913	11.085714285714285
-122.568057	45.435952	4.9773431448489545
-122.568198	45.436068	1.7
-122.659413	45.559093	5.40539858728557
-122.659088	45.559093	5
-122.658835	45.559073	4
-122.65788	45.5591	1.6222222222222222
-122.657337	45.559098	8.4
-122.656887	45.5591	7
-122.656552	45.5591	5
-122.656503	45.559102	0.75
-122.568145	45.436058	5.455481214616572
-122.656503	45.559102	5.456885456885457
-122.656445	45.559108	0.5
-122.656432	45.55911	0.06666666666666667
-122.655507	45.559108	7.2
-122.654872	45.559105	9.8
-122.568383	45.436055	5.458074534161491
-122.568383	45.436055	0
-122.568383	45.436055	0
-122.56828	45.43607	1.1666666666666667
-122.65649	45.559103	5.453587040370275
-122.692682	45.555908	3.459922178988327
-122.691902	45.555905	12
-122.69145	45.555805	7.2
-122.579038	45.444535	5.055614745365438
-122.579038	45.444905	8.2
-122.579037	45.445138	5.4
-122.579038	45.445188	1.4
-122.579038	45.445275	0.5333333333333333
-122.579037	45.445562	6
-122.57904	45.445923	7.8
-122.579063	45.446747	3.066666666666667
-122.579035	45.44404	4
-122.579037	45.447108	4.225
-122.579072	45.448118	11.1
-122.579102	45.448603	10.6
-122.579118	45.449132	11.6
-122.579135	45.449713	12.6
-122.579152	45.450317	13.4
-122.579175	45.450848	11.8
-122.579192	45.451313	10.2
-122.579198	45.451625	7.2
-122.57904	45.447607	11.1
-122.579033	45.443428	5.1
-122.57904	45.442798	14
-122.579048	45.442195	13.2
-122.691473	45.55547	5.086661002548853
-122.691855	45.55531	7
-122.691982	45.555303	0.17777777777777778
-122.69227	45.555415	5.2
-122.692463	45.555775	9
-122.692738	45.55626	11.8
-122.692982	45.556842	13.4
-122.693137	45.557508	14.8
-122.693298	45.55823	16.2
-122.693582	45.558885	15
-122.694092	45.559485	15.4
-122.694372	45.559962	10.8
-122.694435	45.560067	2
-122.579148	45.520865	4.733891752577319
-122.579003	45.439825	5.728442728442729
-122.579023	45.440312	10.6
-122.579043	45.440808	10.8
-122.579068	45.441585	3
-122.579065	45.441758	3.4
-122.579203	45.45201	5.63
-122.634873	45.560583	5.987468671679198
-122.634855	45.560312	6
-122.634847	45.560167	3.4
-122.664115	45.562722	2.6921568627450982
-122.66483	45.562713	10.8
-122.66563	45.562705	12.2
-122.666378	45.562708	11.8
-122.66701	45.562702	10
-122.667633	45.562698	9.6
-122.668197	45.562692	9
-122.669007	45.562678	1.34
-122.663455	45.562718	5.117647058823529
-122.669308	45.562697	5.044444444444444
-122.67056	45.562688	9.5
-122.671447	45.562678	3.7
-122.671832	45.562683	5.2
-122.673297	45.562678	11
-122.593843	45.562655	3.8411371237458196
-122.592958	45.562677	3.08
-122.592428	45.562673	7.6
-122.592128	45.562673	4
-122.669897	45.562695	3.781442146450531
-122.591872	45.562675	3.7837235228539576
-122.662832	45.56272	3.6853600944510037
-122.661798	45.562718	5.133333333333334
-122.661562	45.56048	2.234782608695652
-122.66156	45.560538	1
-122.661558	45.560623	1.8
-122.661553	45.560738	2.8
-122.661547	45.560847	2.4
-122.661538	45.560945	1.8
-122.66153	45.561013	1.6
-122.661523	45.561082	1.6
-122.662112	45.56272	2.552941176470588
-122.661518	45.561135	2.65
-122.661515	45.561245	1.1
-122.661518	45.561293	1
-122.66153	45.561403	1.8
-122.661553	45.561653	5.2
-122.661547	45.561952	6.6
-122.661498	45.562347	1.6
-122.661462	45.562503	2.6
-122.661523	45.562685	5.5
-122.661515	45.561193	2.515625
-122.591585	45.562673	3.7199504337050806
-122.591492	45.562675	1.2
-122.591472	45.562675	0.025
-122.644822	45.559075	4.955995599559956
-122.64533	45.559075	7.8
-122.645863	45.559073	8.2
-122.646368	45.559082	7.8
-122.646973	45.559077	1.92
-122.647262	45.559083	4.2
-122.647668	45.559083	6.2
-122.648095	45.559083	6.6
-122.644395	45.559075	4.75
-122.648575	45.559083	4.953846153846154
-122.650058	45.559075	1.5333333333333334
-122.650322	45.55909	4.2
-122.650352	45.55909	0.1
-122.650488	45.559088	1.8
-122.65079	45.55909	4.6
-122.651162	45.559092	5.8
-122.651638	45.559092	7.2
-122.652222	45.559095	9
-122.649083	45.55909	1.8615384615384616
-122.644072	45.559072	5.133333333333334
-122.643308	45.559072	2
-122.642875	45.559072	6.6
-122.591272	45.562685	5.032220943613349
-122.59117	45.562702	1
-122.591038	45.562745	2.2
-122.590917	45.5628	2.2
-122.652953	45.559087	4.52534965034965
-122.635442	45.559045	3.8056338028169012
-122.636068	45.559043	9.6
-122.636743	45.559052	10.4
-122.637897	45.55905	9
-122.638415	45.559053	8
-122.638943	45.55905	8.2
-122.639507	45.559053	8.6
-122.640118	45.559058	9.4
-122.64117	45.559055	3.32
-122.64135	45.559062	2.8
-122.64141	45.559063	1
-122.641592	45.559063	2.6
-122.642027	45.559063	6.6
-122.642468	45.559067	6.8
-122.661563	45.560423	2.14
-122.661565	45.560372	1.2
-122.661567	45.560332	0.8
-122.661567	45.560332	0
-122.680407	45.56266	4.002347417840376
-122.679507	45.562665	13.8
-122.678625	45.562668	13.6
-122.677815	45.56267	12.4
-122.67726	45.562662	7.6
-122.676098	45.562668	2.735294117647059
-122.675663	45.562667	6
-122.67547	45.562667	3
-122.681275	45.562653	6.420289855072464
-122.675255	45.562663	6.216216216216216
-122.579115	45.53385	4.529435163086714
-122.579125	45.5337	3.2
-122.579125	45.53353	0.5428571428571428
-122.579125	45.533238	6.8
-122.579122	45.532757	10.6
-122.57912	45.532213	12
-122.579123	45.531672	11.8
-122.579128	45.531225	9.8
-122.6741	45.562673	4.607000795544948
-122.681983	45.562642	4.243055555555555
-122.682465	45.562637	8
-122.682572	45.562637	0.18181818181818182
-122.634842	45.560025	3.0745937961595273
-122.63484	45.559745	6
-122.63483	45.559455	6.4
-122.634827	45.559218	5.2
-122.634868	45.559092	3
-122.635025	45.559043	2.4
-122.691205	45.562733	3.2838214783821478
-122.690468	45.562722	11.4
-122.688985	45.56271	11.4
-122.688338	45.562703	9.8
-122.687862	45.56268	7
-122.686922	45.562698	1.825
-122.686433	45.562685	7.6
-122.685952	45.562682	7.6
-122.685453	45.562682	7.6
-122.684943	45.562663	8
-122.684278	45.562667	10.4
-122.683583	45.562665	10.8
-122.682943	45.562647	9.6
-122.579135	45.530992	4.505865102639296
-122.659728	45.559095	5.358390682901006
-122.579132	45.530743	5.317443687794657
-122.57913	45.529718	11.4
-122.579178	45.476175	6.164570230607967
-122.579173	45.476415	5.4
-122.579168	45.476708	6.4
-122.579162	45.477063	7.8
-122.579157	45.47748	9.2
-122.579157	45.47789	2.25
-122.579147	45.478287	8.8
-122.579137	45.478792	11
-122.579178	45.476055	4.3
-122.579127	45.479288	4.746666666666667
-122.579107	45.48008	3.48
-122.579093	45.480442	8
-122.579087	45.48088	9.6
-122.579077	45.481375	11
-122.57907	45.481832	9.8
-122.66157	45.560207	5.092640413169787
-122.661567	45.560288	1.8
-122.661567	45.560332	0.8
-122.579117	45.479795	5.1113948292371525
-122.579182	45.475725	4.47
-122.57918	45.475227	10.8
-122.579177	45.474658	12.6
-122.579132	45.529177	6.085365853658536
-122.579135	45.528567	13.6
-122.57913	45.527888	15
-122.57915	45.464345	6.321557971014493
-122.57915	45.464787	9.6
-122.57915	45.465407	13.6
-122.57915	45.466073	14.8
-122.57915	45.466722	14.2
-122.579148	45.467335	13.6
-122.57915	45.467923	12.8
-122.579153	45.46843	11.2
-122.579162	45.468978	1.22
-122.579158	45.469397	9
-122.579157	45.47002	13.8
-122.579157	45.470687	14.6
-122.579163	45.471362	15
-122.579165	45.472022	14.4
-122.579168	45.472703	15
-122.579173	45.474055	14.9
-122.579128	45.530285	6.182182182182182
-122.660077	45.559093	5.329859301719646
-122.653482	45.5591	3.7555555555555555
-122.661182	45.559055	3.2944444444444443
-122.57858	45.560528	4.754935330156569
-122.578583	45.560062	10.2
-122.578598	45.558898	12.8
-122.578605	45.558247	14.4
-122.578622	45.55756	15
-122.578632	45.55692	14
-122.57864	45.556362	12.4
-122.578648	45.555983	8.2
-122.578647	45.555758	5
-122.578653	45.555337	9.2
-122.578575	45.560865	11.036363636363637
-122.578662	45.55487	10.983333333333333
-122.578673	45.553945	10.1
-122.578685	45.553453	11
-122.578695	45.553052	8.8
-122.578702	45.55279	5.8
-122.624332	45.562748	5.945736434108527
-122.623488	45.562755	13
-122.622693	45.562767	12.2
-122.621952	45.562782	11.2
-122.62128	45.562782	10.2
-122.62079	45.562775	7.2
-122.578667	45.554435	5.695473251028806
-122.578567	45.561103	10.471428571428572
-122.578555	45.561457	8
-122.578543	45.561918	10
-122.628488	45.562713	5.608011444921316
-122.627818	45.562722	10.6
-122.626958	45.56272	13.2
-122.626072	45.56273	13.6
-122.625212	45.56274	13.4
-122.590485	45.56275	4.74645390070922
-122.590007	45.56267	7.8
-122.589608	45.562628	6.2
-122.589032	45.562602	8.8
-122.588245	45.562593	12.2
-122.587308	45.562593	14.4
-122.586378	45.562597	14.4
-122.585395	45.562603	15.2
-122.58438	45.562607	15.8
-122.583442	45.562605	14.4
-122.582928	45.562597	8.2
-122.582157	45.562612	1.9666666666666666
-122.581372	45.562615	12
-122.580548	45.562618	12.8
-122.579772	45.562618	12
-122.660382	45.559085	4.759539236861051
-122.578643	45.562545	4.791279485346676
-122.578532	45.56231	4.6
-122.620588	45.562773	5.118935837245696
-122.620333	45.562762	4.2
-122.62003	45.562732	4.6
-122.619118	45.562778	1.2459016393442623
-122.601162	45.56271	7.419354838709677
-122.601155	45.562712	0.3333333333333333
-122.60102	45.562705	2.2
-122.601012	45.562703	0
-122.600447	45.562723	0.6538461538461539
-122.5997	45.562725	11.8
-122.598852	45.562728	13.4
-122.597985	45.56272	13.2
-122.597132	45.56272	13.2
-122.596268	45.562717	13.4
-122.595522	45.562713	11
-122.59504	45.562708	8
-122.594918	45.562705	0.4
-122.594678	45.562697	4.6
-122.594222	45.562672	7
-122.66157	45.559873	4.045
-122.66157	45.559873	0
-122.66157	45.559902	0.6
-122.661572	45.559963	1.4
-122.661572	45.559993	0.06
-122.661572	45.560027	0.6
-122.66157	45.560077	1.2
-122.66157	45.560127	1
-122.601162	45.56271	3.883107088989442
-122.62881	45.562702	6.542944785276074
-122.601165	45.56271	6.563076923076923
-122.601742	45.562725	4
-122.618288	45.562773	7.544378698224852
-122.617183	45.562768	14.166666666666666
-122.616395	45.56275	11.8
-122.615935	45.562715	5.166666666666667
-122.615528	45.562738	1.6363636363636365
-122.61485	45.56275	10.8
-122.614003	45.562743	13.2
-122.613098	45.562738	14.2
-122.612152	45.562738	14.6
-122.61124	45.562733	14
-122.610403	45.562732	12.8
-122.609717	45.562718	10.2
-122.609243	45.562705	7
-122.609057	45.562702	2.2
-122.608382	45.562723	2.32
-122.60761	45.562727	12.2
-122.606708	45.562727	14.2
-122.605807	45.562725	13.8
-122.604953	45.562723	13
-122.604307	45.562707	9.2
-122.603692	45.562715	2.5
-122.603025	45.562727	10.4
-122.602355	45.562725	10.4
-122.601348	45.562717	7.4
-122.661568	45.560165	3.8807547169811323
-122.62901	45.562705	3.007
-122.630013	45.562708	7.6
-122.578757	45.508413	6.7590197413206266
-122.578757	45.507748	14.6
-122.57876	45.507115	13.8
-122.578762	45.506532	12.8
-122.578763	45.506	11.6
-122.578767	45.50553	10
-122.578772	45.505253	5.6
-122.578782	45.504798	0.72
-122.578782	45.504298	11.2
-122.578792	45.503773	11.2
-122.578758	45.509077	4.85
-122.578793	45.502935	4.662068965517242
-122.578803	45.501637	14.3
-122.578807	45.501243	7.8
-122.578803	45.500792	1.7333333333333334
-122.578803	45.500277	11.6
-122.578802	45.499695	12.8
-122.578802	45.49913	12.4
-122.578803	45.498617	11.2
-122.578807	45.498167	9.6
-122.578813	45.497798	7.8
-122.578812	45.497667	2.2
-122.578798	45.502292	6.666666666666667
-122.578758	45.509698	5.264516129032258
-122.57876	45.510347	14.2
-122.578758	45.511055	15.6
-122.579145	45.522102	11.072727272727272
-122.579148	45.522588	10.8
-122.579148	45.523053	1.7666666666666666
-122.579143	45.523418	7.6
-122.579142	45.523972	12.2
-122.579135	45.525272	14.2
-122.57911	45.525972	15.4
-122.579107	45.527238	14
-122.579147	45.520268	9.023529411764706
-122.57915	45.519785	10.4
-122.57916	45.51945	7.2
-122.57917	45.519315	2.6
-122.579163	45.51919	1.0666666666666667
-122.579138	45.518793	9
-122.579108	45.51826	12
-122.579043	45.517092	12.9
-122.579008	45.516475	13.6
-122.578933	45.515107	15.1
-122.578892	45.514393	15.8
-122.578857	45.513717	14.8
-122.57882	45.513093	13.6
-122.57879	45.51247	13.8
-122.578758	45.511783	15.2
-122.578815	45.497587	5.019354838709678
-122.57884	45.497338	5.6
-122.578867	45.497133	4
-122.578867	45.497125	0
-122.579038	45.484457	5.555555555555555
-122.579058	45.484013	9.2
-122.579072	45.483733	4.8
-122.579082	45.483628	2.4
-122.579048	45.48314	0.9636363636363636
-122.579055	45.482773	8
-122.57906	45.48231	10.2
-122.634482	45.562733	6.003199268738574
-122.63481	45.562692	5.2
-122.634878	45.5626	2.2
-122.634882	45.562515	1.8
-122.634883	45.562267	5.2
-122.634877	45.561935	7.2
-122.634872	45.561612	7.2
-122.634872	45.561282	7.2
-122.634875	45.560935	7.6
-122.633912	45.562722	5.866666666666666
-122.63325	45.562725	10.4
-122.632597	45.562723	10.2
-122.63198	45.562722	9.4
-122.631423	45.562725	8.4
-122.630995	45.56271	6.4
-122.63088	45.562703	1.4
-122.579062	45.484955	6.13818359375
-122.62947	45.562708	6.267102615694165
-122.579018	45.485272	6.267776096822995
-122.57899	45.486238	10.5
-122.57883	45.496572	6.890909090909091
-122.578837	45.496083	11.2
-122.578842	45.495513	12.6
-122.578847	45.494898	13.6
-122.578857	45.494282	13.6
-122.578865	45.493673	13.2
-122.578873	45.4931	12.6
-122.578883	45.492633	9.8
-122.57889	45.492323	6
-122.578893	45.491652	2.2
-122.578897	45.491343	6.6
-122.578905	45.491047	6.4
-122.578935	45.490788	5.6
-122.578965	45.490557	5
-122.578962	45.4904	3
-122.578952	45.490293	2.8
-122.578908	45.489673	7.3
-122.578917	45.48912	12.6
-122.57893	45.488492	13.8
-122.578958	45.487885	13.2
-122.578967	45.487373	10.8
-122.578975	45.48693	9.4
-122.578987	45.48669	4
-122.578998	45.485738	4.52
-122.578737	45.55226	6.946869070208729
-122.579053	45.562602	5.423255813953489
-122.5789	45.544992	5.960606060606061
-122.578813	45.549793	6.235294117647059
-122.578822	45.54895	3.72
-122.578832	45.54871	5.2
-122.578837	45.54851	4.4
-122.57884	45.548418	2
-122.57884	45.548417	0
-122.578843	45.548232	4.2
-122.578847	45.547913	7
-122.578852	45.54748	9.6
-122.578862	45.546962	11.4
-122.578872	45.546362	13.4
-122.578888	45.545683	14.8
-122.578928	45.543598	15.333333333333334
-122.578798	45.550093	7.15
