longitude	latitude	speed
-122.530605	45.427127	14.615384615384615
-122.526915	45.426562	4.666462104940166
-122.525962	45.426412	15.2
-122.52492	45.426257	16.8
-122.523848	45.426022	17.6
-122.522817	45.425638	18.2
-122.521755	45.425238	18.8
-122.518127	45.424872	13.95
-122.519512	45.42488	10.3
-122.518693	45.424873	14.75
-122.516445	45.424868	10.933333333333334
-122.515432	45.424865	15.8
-122.514418	45.424858	15.8
-122.527815	45.426708	15.405797101449275
-122.51297	45.424802	14.89873417721519
-122.520593	45.424978	13.113636363636363
-122.513497	45.424848	13.717948717948717
-122.535208	45.427748	15.095652173913043
-122.56611	45.436377	14.1
-122.565697	45.435848	13
-122.565017	45.435585	12
-122.564328	45.435567	10.8
-122.563693	45.435558	9.8
-122.563087	45.43542	10
-122.559695	45.433385	5.3875
-122.562542	45.435197	5.093333333333334
-122.562007	45.434885	5.3
-122.561725	45.434132	8.7
-122.56173	45.433783	7.4
-122.561732	45.433643	2.4
-122.561732	45.433543	0.56
-122.561597	45.433312	5.8
-122.561068	45.433302	8.4
-122.562188	45.435023	4.05
-122.486137	45.429178	10.748768472906404
-122.5287	45.42685	11.663430420711974
-122.485793	45.428975	11.423197492163009
-122.485933	45.426993	7.133333333333334
-122.48593	45.427038	0.8
-122.485917	45.427208	3.6
-122.485978	45.429172	8.8
-122.48582	45.428007	8.933333333333334
-122.485802	45.428523	11.2
-122.485868	45.427558	10.5
-122.559868	45.432878	11.68241965973535
-122.559888	45.433207	7.4
-122.555427	45.433717	8.133333333333333
-122.55986	45.433413	8.525
-122.559652	45.433483	3.8
-122.559573	45.433485	1.6
-122.559388	45.433492	2.4
-122.558962	45.43352	6
-122.558242	45.43356	10.8
-122.557352	45.433597	13.4
-122.556367	45.433642	15.4
-122.554508	45.433778	14.6
-122.550458	45.433672	15.75
-122.5525	45.43382	16
-122.551478	45.43377	16
-122.55985	45.432585	9.866666666666667
-122.549493	45.433537	10.552941176470588
-122.548607	45.433377	14.4
-122.547792	45.433182	13.4
-122.546978	45.432948	13.6
-122.54611	45.432647	14.8
-122.545227	45.43233	15.6
-122.54437	45.432025	15
-122.542693	45.431307	15.2
-122.541868	45.430895	15.6
-122.553522	45.433818	15.076923076923077
-122.559833	45.432458	8.442857142857143
-122.560517	45.432058	3.9
-122.559972	45.432158	4
-122.5642	45.435672	4.637037037037037
-122.56353	45.435657	10.4
-122.562903	45.435472	10.6
-122.562228	45.435197	12.2
-122.56177	45.4348	11.2
-122.561617	45.4343	9
-122.561602	45.433752	12
-122.561593	45.433325	10.2
-122.561598	45.433177	4.2
-122.561602	45.433165	0.10526315789473684
-122.561602	45.433165	0
-122.561602	45.433165	0
-122.561602	45.433165	0
-122.561603	45.433158	0
-122.561613	45.433117	0.8333333333333334
-122.505468	45.42611	10.671081677704194
-122.561628	45.432948	10.734966592427616
-122.561655	45.432635	8
-122.561652	45.432392	4.6
-122.561507	45.432343	2.6
-122.561395	45.432343	2.2
-122.561207	45.432295	3
-122.561007	45.432138	3.8
-122.560905	45.432082	2.6
-122.56078	45.432058	1.4
-122.540897	45.430425	9.855555555555556
-122.5602	45.432062	10.147058823529411
-122.559832	45.432335	4.2
-122.540793	45.430372	10.248484848484848
-122.53838	45.429165	11.2
-122.539838	45.429887	13.8
-122.50784	45.425238	13.438144329896907
-122.50828	45.42512	2.6666666666666665
-122.509087	45.424998	13
-122.510198	45.424953	14.333333333333334
-122.510973	45.42496	11.8
-122.511645	45.424968	8.5
-122.511918	45.42497	3.3333333333333335
-122.571867	45.437197	9.32781954887218
-122.571478	45.43719	6
-122.571342	45.437193	2
-122.56836	45.436032	4.254545454545455
-122.568268	45.436047	1.4
-122.568147	45.436045	2
-122.568055	45.435983	2
-122.568273	45.435565	2.24
-122.568577	45.435525	4.6
-122.568972	45.435537	5.6
-122.569087	45.435643	3
-122.569118	45.435823	3.8
-122.569172	45.43618	7.6
-122.569232	45.436563	8.6
-122.569243	45.436723	3.6
-122.569233	45.436897	3.4
-122.569292	45.437133	5.2
-122.56953	45.437178	3.8
-122.569913	45.437183	5.8
-122.570422	45.437188	7.8
-122.50773	45.425265	9.075136612021858
-122.540453	45.430192	13.157635467980295
-122.5071	45.425457	13.023923444976077
-122.512102	45.42497	6.947368421052632
-122.539117	45.429522	15.5
-122.56497	45.435673	7.8707692307692305
-122.537657	45.428822	8.044776119402986
-122.536902	45.428475	14
-122.536047	45.42812	15.2
-122.535055	45.427845	16.4
-122.533973	45.42768	17.4
-122.532952	45.42755	16.2
-122.53194	45.427422	16
-122.530927	45.427288	16
-122.529897	45.427155	16.4
-122.528897	45.426998	15.8
-122.527953	45.426852	15.2
-122.527082	45.426715	14
-122.526202	45.426575	14
-122.525258	45.426433	15
-122.524262	45.426255	16
-122.523303	45.425975	16.2
-122.522405	45.425603	16.2
-122.521398	45.425272	17
-122.520283	45.425068	18
-122.51914	45.425002	17.8
-122.517973	45.424998	18
-122.516817	45.424997	18
-122.515735	45.42499	16.8
-122.514672	45.42498	16.6
-122.512797	45.424973	13.454545454545455
-122.50633	45.425757	7.617647058823529
-122.57233	45.43725	9.211699164345404
-122.543528	45.431695	7.609913793103448
-122.573423	45.437365	8.030303030303031
-122.502638	45.42685	9.7325746799431
-122.503685	45.426693	16.8
-122.504635	45.42643	15.8
-122.570752	45.438345	9.97844112769486
-122.571635	45.438342	13.6
-122.572487	45.438332	13
-122.57329	45.438325	12.4
-122.501608	45.426897	10.197472353870458
-122.569918	45.438348	10.106035889070148
-122.568355	45.438407	12
-122.567622	45.438457	11.4
-122.567117	45.438465	8.5
-122.566983	45.438298	5.4
-122.566955	45.438237	1.4
-122.566652	45.437563	7.8
-122.566327	45.437017	13
-122.569132	45.438365	8.41025641025641
-122.500625	45.426922	10.133768352365417
-122.572785	45.437357	9.485868102288022
-122.499675	45.426945	9.520053475935828
-122.486277	45.426512	12.364705882352942
-122.486915	45.426615	10.6
-122.487722	45.42674	13
-122.488547	45.426858	13
-122.48942	45.426985	13.8
-122.49038	45.427128	15.2
-122.49146	45.427258	17.2
-122.492628	45.427318	18
-122.493797	45.427307	18
-122.494895	45.42723	17
-122.495792	45.42715	13.8
-122.496278	45.427113	7.2
-122.49647	45.427098	3
-122.496623	45.427085	2.4
-122.497095	45.427055	7.6
-122.497818	45.427015	11.4
-122.498712	45.426977	14
-122.566017	45.436462	10.303972366148532
-122.565663	45.435937	12.8
-122.570942	45.437193	7.049019607843137
-122.575292	45.43722	4.2625
-122.573565	45.437367	6.85
-122.57572	45.43754	5.628571428571429
-122.575742	45.437945	8.8
-122.575605	45.438255	9
-122.575463	45.438282	2
-122.575342	45.438282	1.8
-122.574848	45.438298	7.6
-122.574123	45.438318	11.2
-122.573892	45.43739	6.116666666666666
-122.574332	45.437403	6.6
-122.574832	45.437353	8
-122.575708	45.43741	5.666666666666667
-122.575647	45.437247	3.6666666666666665
-122.541268	45.430367	9.726315789473684
-122.540705	45.430083	10.8
-122.540167	45.429813	10.2
-122.539623	45.429542	10.4
-122.539088	45.42928	10
-122.538555	45.429027	10.4
-122.537945	45.428738	11.2
