longitude	latitude	speed
-122.683017	45.510272	5.188023298143429
-122.680808	45.512393	4.92904953145917
-122.680232	45.513317	5.5
-122.681665	45.513482	6
-122.681828	45.513185	6.266666666666667
-122.682192	45.510107	3.0889830508474576
-122.68252	45.51019	5.4
-122.68291	45.510285	6.4
-122.683113	45.510338	3
-122.68315	45.51035	0.6
-122.683172	45.510355	0.1
-122.683312	45.510468	3.6
-122.682578	45.507928	6.8133333333333335
-122.682213	45.507938	5.6
-122.681893	45.507923	5.4
-122.68131	45.507848	9.2
-122.682927	45.508005	6.497326203208556
-122.68296	45.508268	6.578787878787879
-122.68269	45.509207	7.731791907514451
-122.680768	45.512653	6.359375
-122.680623	45.51287	4.666666666666667
-122.680493	45.513105	5.2
-122.680275	45.513523	12.25
-122.680987	45.51228	5.875
-122.681218	45.511863	6.1923076923076925
-122.681398	45.511557	3.3
-122.681372	45.51159	7.652436855211668
-122.681627	45.513347	5.214714714714715
-122.68152	45.513535	4.4
-122.682482	45.507935	3.5554417413572343
-122.681515	45.507847	8.08
-122.68205	45.507945	9.2
-122.682257	45.507953	0.72
-122.680617	45.513122	6.235074626865671
-122.680403	45.51354	9.6
-122.68099	45.512365	6.354322305229456
-122.680597	45.51306	5.589743589743589
-122.680787	45.512687	8.8
-122.681022	45.512307	9.2
-122.680405	45.513438	7.742683797287651
-122.683457	45.508062	10.8
-122.683138	45.508522	11.2
-122.68289	45.508938	10
-122.682665	45.509382	10.2
-122.68245	45.509785	9.6
-122.682197	45.5103	4.066666666666666
-122.68215	45.510395	2.2
-122.681973	45.510695	7
-122.68175	45.511022	7.35
-122.68141	45.51162	7.1
-122.68139	45.511652	0.8
-122.681275	45.51187	5
-122.681072	45.51224	8.8
-122.680665	45.51304	4.65
-122.680548	45.513337	6.8
-122.680358	45.513593	6.4
-122.681543	45.5114	5.644444444444445
-122.682683	45.511485	3.3870967741935485
-122.682973	45.511018	3.3257328990228014
-122.682807	45.511285	5.803571428571429
-122.681362	45.50796	8.484615384615385
-122.681657	45.507985	4.8
-122.681688	45.507992	0.1
-122.681898	45.508043	3.4
-122.682042	45.508267	5.4
-122.681987	45.50862	7.6
-122.681843	45.50898	8.2
-122.681657	45.509325	7.8
-122.681485	45.509603	6.2
-122.681422	45.509697	2
-122.681418	45.509697	0
-122.681363	45.509802	2.4
-122.681623	45.509978	4.833333333333333
-122.681977	45.510068	5.6
-122.682338	45.510163	7.5
-122.682762	45.510273	6.8
-122.683077	45.510352	5
-122.683255	45.510497	3.6666666666666665
-122.680882	45.507945	8.4
-122.680373	45.507938	7.8
-122.683155	45.510742	4.039370078740157
-122.68305	45.510907	5.300492610837439
-122.68302	45.508358	6.491382934005885
